V,E,time
7000,9500000,0.5443010330200195
7500,500000,0.03672504425048828
7500,1000000,0.061994075775146484
7500,1500000,0.08480525016784668
7500,2000000,0.1064460277557373
7500,2500000,0.1297752857208252
7500,3000000,0.1546187400817871
7500,3500000,0.1776418685913086
7500,4000000,0.20859694480895996
7500,4500000,0.2367081642150879
7500,5000000,0.2567458152770996
7500,5500000,0.28017520904541016
7500,6000000,0.30637526512145996
7500,6500000,0.32846903800964355
7500,7000000,0.3581869602203369
7500,7500000,0.3728170394897461
7500,8000000,0.40267109870910645
7500,8500000,0.4165058135986328
7500,9000000,0.4574909210205078
7500,9500000,0.5952498912811279
8000,500000,0.037487030029296875
8000,1000000,0.06137490272521973
8000,1500000,0.08546090126037598
8000,2000000,0.10859990119934082
8000,2500000,0.13348388671875
8000,3000000,0.16635417938232422
8000,3500000,0.18663477897644043
8000,4000000,0.21048402786254883
8000,4500000,0.23069167137145996
8000,5000000,0.2647249698638916
8000,5500000,0.2819550037384033
8000,6000000,0.31514596939086914
8000,6500000,0.3381378650665283
8000,7000000,0.3490030765533447
8000,7500000,0.3905327320098877
8000,8000000,0.4020347595214844
8000,8500000,0.43690013885498047
8000,9000000,0.4603719711303711
8000,9500000,0.5822868347167969
8500,500000,0.03905200958251953
8500,1000000,0.06281590461730957
8500,1500000,0.0877530574798584
8500,2000000,0.1104130744934082
8500,2500000,0.13525080680847168
8500,3000000,0.15947294235229492
8500,3500000,0.18775391578674316
8500,4000000,0.21410417556762695
8500,4500000,0.23498082160949707
8500,5000000,0.25631284713745117
8500,5500000,0.2797849178314209
8500,6000000,0.312241792678833
8500,6500000,0.41457319259643555
8500,7000000,0.35638928413391113
8500,7500000,0.41506099700927734
8500,8000000,0.4815690517425537
8500,8500000,0.536226749420166
8500,9000000,0.4536459445953369
8500,9500000,0.7157361507415771
9000,500000,0.04074597358703613
9000,1000000,0.0660710334777832
9000,1500000,0.0937201976776123
9000,2000000,0.11156511306762695
9000,2500000,0.13959002494812012
9000,3000000,0.16379880905151367
9000,3500000,0.18970203399658203
9000,4000000,0.21355795860290527
9000,4500000,0.23642396926879883
9000,5000000,0.2613351345062256
9000,5500000,0.28450918197631836
9000,6000000,0.3102540969848633
9000,6500000,0.4065861701965332
9000,7000000,0.36076807975769043
9000,7500000,0.3812589645385742
9000,8000000,0.44920802116394043
9000,8500000,0.6131730079650879
9000,9000000,0.5589869022369385
9000,9500000,0.652256965637207
9500,500000,0.04075193405151367
9500,1000000,0.06643915176391602
9500,1500000,0.09117484092712402
9500,2000000,0.11403608322143555
9500,2500000,0.13924479484558105
9500,3000000,0.16704988479614258
9500,3500000,0.19462108612060547
9500,4000000,0.21836495399475098
9500,4500000,0.24204802513122559
9500,5000000,0.26879382133483887
9500,5500000,0.28880810737609863
9500,6000000,0.3107931613922119
9500,6500000,0.3336942195892334
9500,7000000,0.36121702194213867
9500,7500000,0.45412707328796387
9500,8000000,0.5124590396881104
9500,8500000,0.4307587146759033
9500,9000000,0.6026842594146729
9500,9500000,0.600477933883667
10000,500000,0.042440176010131836
10000,1000000,0.06787109375
10000,1500000,0.09236788749694824
10000,2000000,0.11585378646850586
10000,2500000,0.1392829418182373
10000,3000000,0.16668415069580078
10000,3500000,0.19337201118469238
10000,4000000,0.21473908424377441
10000,4500000,0.23485803604125977
10000,5000000,0.26451897621154785
10000,5500000,0.289078950881958
10000,6000000,0.31172919273376465
10000,6500000,0.33646583557128906
10000,7000000,0.3702118396759033
10000,7500000,0.38625311851501465
10000,8000000,0.40920138359069824
10000,8500000,0.43271970748901367
10000,9000000,0.5101397037506104
10000,9500000,0.4831809997558594
